Date,Category,Product Brand Name And Type,Barcode,Quantity,Unit,Unit Weight (Kg),Total Weight (Kg),Unit Price (GBP),Total Price (GBP),Location/Store
28-06-2024,Bread and bread products,"Warburtons Small Wholemeal Medium Bread 400G, Bakery",5.01004E+12,2,Item,0.41,0.82,1.1,2.2,Market Drayton
28-06-2024,Bread and bread products,"Tesco Three Cheese Bloomer, Bakery",5.05427E+12,1,Item,0.43,0.43,2.3,2.3,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Beef Steak Mince 500G 15% Fat, Chilled",5.05737E+12,8,Item,0.52,4.15,3.6,28.8,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Muller Corner Vanilla Yogurt With Chocolate Balls 124G, Chilled",4.0255E+12,5,Item,0.13,0.67,0.95,4.75,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Arla Skyr Natural Icelandic Style Yogurt 450g, Chilled",4.01624E+12,2,Item,0.47,0.95,2.35,4.7,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"St Helen's Fresh Whole Goats Milk 1 Litre, Chilled",5.01533E+12,3,Item,1.06,3.17,2.15,6.9,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Finest Lasagne Al Forno 400g, Chilled",5.0597E+12,2,Item,0.42,0.84,4.5,9,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco British Goats Cheese 125G, Chilled",5.00046E+12,6,Item,0.13,0.79,2.65,15.9,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Stonebaked Pepperoni Pizza 277G, Chilled",5.05951E+12,1,Item,0.4,0.4,3.5,3.7,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Finest Chicken Chow Mein 380G, Chilled",5.0597E+12,2,Item,0.42,0.84,4.25,9,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Egg & Cress Sandwich, Chilled",50436705,1,Item,0.19,0.19,1.5,1.5,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Hunters Chicken Breast Fillet 430G, Chilled",5.0597E+12,1,Item,0.49,0.49,5.2,5.2,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Honey Roast Ham Chunks 100G, Chilled",5.0597E+12,8,Item,0.11,0.9,2.25,20.8,Market Drayton
29-06-2024,Chilled products with dairy and eggs,"Tesco Thin & Crispy Pepperoni Pizza 272G, Chilled",5.05775E+12,1,Item,0.32,0.32,2.2,2.2,Market Drayton
29-06-2024,Bread and bread products,"Tesco Scotch Rolls 2 Pack, Bakery",5.05951E+12,1,Item,0.14,0.15,1.1,1.1,Market Drayton
29-06-2024,Bread and bread products,"Tesco White Baton, Bakery",5.00012E+12,6,Item,0.23,1.35,0.8,4.8,Market Drayton
29-06-2024,Bread and bread products,"Warburtons Fruit Loaf With Cinnamon & Raisin 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.95,2.25,Market Drayton
29-06-2024,Bread and bread products,"Tesco Tiger Baton, Bakery",5.052E+12,4,Item,0.23,0.91,0.8,3.6,Market Drayton
29-06-2024,Bread and bread products,"Tesco 2 Fresh Cream Bramley Apple Turnover 160G, Bakery",5.05737E+12,2,Item,0.2,0.4,1.65,3.7,Market Drayton
29-06-2024,Bread and bread products,"Warburtons Hot Dog Rolls 6 Pack, Bakery",5.01004E+12,1,Item,0.35,0.35,1.65,1.65,Market Drayton
29-06-2024,Bread and bread products,"Tiger Bloomer 400G, Bakery",5.05427E+12,1,Item,0.46,0.46,1.3,1.3,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Pepper Stir Fry 320g EXP, Fruit and Veg",3424773,6,Item,0.33,1.95,1.7,9,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Core Ripen At Home Plum 400G (C), Fruit and Veg",3274743,2,Item,0.47,0.94,1.6,3.2,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Basil 15G, Fruit and Veg",3287804,1,Item,0.02,0.02,0.85,0.85,Market Drayton
29-06-2024,Fresh vegetables,"Sabra Houmous Extra 200G, Fruit and Veg",7.2901E+12,2,Item,0.22,0.44,2.5,5.4,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Leeks 320G, Fruit and Veg",3316788,2,Item,0.35,0.7,0.95,1.9,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Blueberries 150G, Fruit and Veg",3257401,3,Item,0.17,0.5,2,6,Market Drayton
29-06-2024,Fresh vegetables,"Apricot Punnet 320G (C), Fruit and Veg",3243381,2,Item,0.37,0.73,1.5,3,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Salad Tomatoes 360G (C), Fruit and Veg",3246115,1,Item,0.4,0.4,0.95,0.95,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Peppery Babyleaf Rocket Salad 90G (C), Fruit and Veg",3282670,6,Item,0.1,0.59,1.35,9,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Egg Noodles 300G (C), Fruit and Veg",3265420,9,Item,0.32,2.84,1.45,13.05,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Sweet Vine Ripened Tomatoes 255G, Fruit and Veg",3326572,1,Item,0.29,0.29,1.45,1.45,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Party Salad 455G, Fruit and Veg",5.0597E+12,2,Item,0.57,1.13,3,6.9,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Mango Chunks 450G, Fruit and Veg",3315262,3,Item,0.45,1.35,3.95,11.85,Market Drayton
29-06-2024,Fresh vegetables,"Tesco Mixed Peppers 420G (C), Fruit and Veg",3274880,2,Item,0.57,1.13,2.2,3.8,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Taramasalata 200G (C), Fruit and Veg",10004685,2,Item,0.21,0.43,1.4,2.8,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Salad Tomatoes 360G (C), Fruit and Veg",3246115,2,Item,0.4,0.8,0.95,1.9,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Mango Chunks 450G, Fruit and Veg",3315262,3,Item,0.45,1.35,3.95,11.85,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Conference Pear Minimum 4 Pack, Fruit and Veg",3250020,1,Item,0.69,0.69,1.7,1.7,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Greek Salad 185G, Fruit and Veg",3310700,1,Item,0.23,0.23,3.1,3.1,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Corn On The Cob Twinpack (C), Fruit and Veg",10050927,3,Item,0.42,1.27,1.5,4.5,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Simple Salad With Sour Cream And Chive 165G, Fruit and Veg",3340042,9,Item,0.19,1.74,1.15,10.35,Market Drayton
30-06-2024,Fresh vegetables,"Express Cherries Punnet (C), Fruit and Veg",10001004,3,Item,0.22,0.66,2.35,7.05,Market Drayton
30-06-2024,Fresh vegetables,"Banana Each (C), Fruit and Veg",3049488,50,Item,0.23,11.35,0.27,13.5,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Sweet Crisp Salad 128G, Fruit and Veg",3267158,7,Item,0.16,1.11,1.15,8.05,Market Drayton
30-06-2024,Fresh vegetables,"Tesco Brown Onions 485G, Fruit and Veg",3041444,2,Item,0.63,1.27,1.1,2.2,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Tuna Sweetcorn Sandwich Filler 235g (C), Chilled",5.0597E+12,1,Item,0.25,0.25,2.15,2.15,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Arla Bob Skimmed Milk 2 Litre, Chilled",5.00018E+12,3,Item,2.11,6.33,2.3,7.95,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco British Whole Milk 568Ml, 1 Pint, Chilled",5.03102E+12,13,Item,0.6,7.8,0.9,11.7,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Ready To Eat 2 Lemon & Peppercorn Steamed Salmon Fillets 180G, Chilled",5.05951E+12,4,Item,0.23,0.91,5.5,22,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Finest Wiltshire Crumbed Ham 120g (C), Chilled",5.0597E+12,5,Item,0.12,0.61,3.75,18.75,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Bonne Maman Creme Caramel 4X100g, Chilled",3.04532E+12,2,Item,0.44,0.89,3.2,7.4,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Cauliflower Cheese 350G, Chilled",5.01837E+12,1,Item,0.4,0.4,2.2,2.2,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Fire Pit 2 Salt & Pepper Beef Steaks 200G, Chilled",5.0597E+12,5,Item,0.25,1.24,3.5,20,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Mozzarella Balls Tomatoes 200G, Chilled",5.0544E+12,3,Item,0.23,0.68,3,9,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco 2 Garlic and Herb Chicken Kievs 270g, Chilled",5.0597E+12,7,Item,0.32,2.22,3.1,21.7,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Cheese Triple Sandwich, Chilled",3057124,2,Item,0.25,0.5,3.25,6,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco 12 Indian Selection 320G, Chilled",5.05775E+12,2,Item,0.37,0.74,3,6,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Oatly Semi Oat Chilled Drink 1L, Chilled",7.39438E+12,3,Item,1.08,3.24,2.25,6.75,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Sweet Chilli Chicken Wrap, Chilled",3058763,2,Item,0.19,0.38,3,6,Market Drayton
30-06-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Carrot & Houmous 100G, Chilled",5.05775E+12,1,Item,0.11,0.11,1.3,1.3,Market Drayton
30-06-2024,Bread and bread products,"Warburtons White Sliced Sandwich Rolls 6 Pack, Bakery",5.01004E+12,1,Item,0.33,0.33,1.2,1.3,Market Drayton
30-06-2024,Bread and bread products,"Tesco All Butter Chocolate Croissant, Bakery",3269299,3,Item,0.09,0.27,1.1,3.3,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Babyleaf Salad 90G, Fruit and Veg",3312957,3,Item,0.1,0.29,,3.3,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Little Gem 2 Pack (C), Fruit and Veg",10006962,2,Item,0.26,0.52,,1.8,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Blackberries 150G (C), Fruit and Veg",3257272,6,Item,0.17,0.99,,12.6,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Large Fruit Platter 350G, Fruit and Veg",3339497,2,Item,0.38,0.77,,6,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Watermelon Wedges 550G (C), Fruit and Veg",3260654,2,Item,0.61,1.22,,6,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Mango Chunks 450G, Fruit and Veg",3315262,4,Item,0.45,1.8,,15.8,Market Drayton
01-05-2024,Fresh vegetables,"Tesco Blueberries 150G, Fruit and Veg",3257401,7,Item,0.17,1.16,,14,Market Drayton
01-05-2024,Chilled products with dairy and eggs,"Tesco Garlic & Rosemary Flatbread 220G, Chilled",5.0544E+12,14,Item,0.24,3.39,,28,Market Drayton
01-05-2024,Chilled products with dairy and eggs,"Tesco Sunblush Tomato & Garlic Flatbread 235 G, Chilled",5.0544E+12,15,Item,0.26,3.93,,30,Market Drayton
01-05-2024,Bread and bread products,"Deli Kitchen 4 Greek Style Flatbreads 320G, Bakery",5.01212E+12,7,Item,0.33,2.33,,15.05,Market Drayton
01-05-2024,Bread and bread products,"Warburtons Gluten Free Crumpets 4 Pack, Bakery",5.01004E+12,1,Item,0.3,0.3,,2.6,Market Drayton
02-05-2024,Fresh vegetables,"Tesco Blueberries 150G, Fruit and Veg",3257401,6,Item,0.17,0.99,1.8,12,Market Drayton
02-05-2024,Fresh vegetables,"Tesco Carrot 500G (C), Fruit and Veg",3272657,1,Item,0.53,0.53,0.45,0.45,Market Drayton
02-05-2024,Fresh vegetables,"Tesco Seedless Grape Selection Pack 500G, Fruit and Veg",10066126,1,Item,0.53,0.53,1.9,2.2,Market Drayton
02-05-2024,Fresh vegetables,"Tesco Suntrail Plum 400G (C), Fruit and Veg",3274705,2,Item,0.46,0.92,1.5,3,Market Drayton
02-05-2024,Bread and bread products,"Tesco 4 Large White Baps, Bakery",5.05951E+12,7,Item,0.39,2.74,0.95,6.3,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Cherry Tomatoes 300G (C), Fruit and Veg",10088777,2,Item,0.32,0.65,1,2,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Kale 180G (C), Fruit and Veg",3235713,1,Item,0.19,0.19,1.1,1.1,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"The Vegetarian Butcher What the Cluck Vegan Chicken Chunks 160g, Chilled",8.71869E+12,2,Item,0.19,0.38,3.5,7,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Garlic & Rosemary Flatbread 220G, Chilled",5.0544E+12,15,Item,0.24,3.63,2,30,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Finest Spaghetti Bolognese 400G, Chilled",5.05128E+12,1,Item,0.44,0.44,4.5,4.5,Market Drayton
03-05-2024,Eggs,"St.Ewe Rich Yolk Free Range Eggs 6 Pack, Eggs",5.06016E+12,7,Item,0.42,2.91,2.9,20.3,Market Drayton
03-05-2024,Bread and bread products,"Brioche Pasquier Pitch Chocolate 4 Pack, Bakery",3.25654E+12,8,Item,0.17,1.34,1.6,12.8,Market Drayton
03-05-2024,Bread and bread products,"Tesco 6 Mini Garlic & Coriander Naans, Bakery",5.05797E+12,6,Item,0.29,1.76,1.5,10.2,Market Drayton
03-05-2024,Bread and bread products,"Tesco Folded Flatbreads Plain 6 Pack, Bakery",5.05478E+12,6,Item,0.23,1.37,1.4,8.4,Market Drayton
03-05-2024,Bread and bread products,"Genius Gluten Free 4 Crumpets, Bakery",5.0602E+12,4,Item,0.24,0.95,2.6,10.4,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco 2 Roast Cooked Chicken Breast Fillets 245 G, Chilled",5.0519E+12,1,Item,0.28,0.28,3.5,3.95,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Yakult Original 8 X 65Ml, Chilled",8.71311E+12,3,Item,0.62,1.85,4,12,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Sandwich Filler 235g (C), Chilled",5.0597E+12,2,Item,0.24,0.48,2.15,4.3,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Spaghetti Carbonara 400G, Chilled",5.0597E+12,1,Item,0.44,0.44,3.25,3.5,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Wafer Thin Honey Roast Ham 400G, Chilled",5.05797E+12,1,Item,0.42,0.42,3.45,3.45,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Falafel Houmous Wrap, Chilled",3297537,1,Item,0.2,0.2,2.85,2.85,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Cooked & Peeled King Prawns 150G, Chilled",5.05701E+12,4,Item,0.17,0.68,3.75,15.8,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco 12 Indian Selection 320G, Chilled",5.05775E+12,1,Item,0.37,0.37,3.15,3,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Graham's The Family Dairy Protein 25G Strawberry Pack 200G, Chilled",5.02584E+12,1,Item,0.21,0.21,1.1,1.1,Market Drayton
03-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Stuffing Sandwich, Chilled",3035498,1,Item,0.2,0.2,2.6,2.6,Market Drayton
03-05-2024,Bread and bread products,"Warburtons Thin Bagels Plain 6 Pack, Bakery",5.01004E+12,1,Item,0.3,0.3,1.85,1.85,Market Drayton
03-05-2024,Bread and bread products,"Tesco Tiger Baton 200G, Bakery",5.05775E+12,1,Item,0.22,0.22,0.9,0.9,Market Drayton
03-05-2024,Bread and bread products,"Tesco Chocolate Chip Brioche Rolls 8 Pack, Bakery",5.00036E+12,18,Item,0.27,4.84,1.6,28.8,Market Drayton
03-05-2024,Bread and bread products,"Tesco Vanilla Creme Crown, Bakery",3048979,1,Item,0.09,0.09,1.1,1.1,Market Drayton
03-05-2024,Bread and bread products,"Tesco Finest 4 Caramelised Biscuit & White Chocolate Cookies, Bakery",5.0597E+12,1,Item,0.27,0.27,1.95,1.95,Market Drayton
03-05-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,11,Item,0.08,0.88,1.1,12.1,Market Drayton
03-05-2024,Bread and bread products,"Tesco Finest Rye & Mixed Seed Sourdough 400G, Bakery",5.05797E+12,1,Item,0.46,0.46,1.7,1.95,Market Drayton
03-05-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,5,Item,0.08,0.39,1.2,6,Market Drayton
03-05-2024,Bread and bread products,"Warburtons Toastie Sliced Small White Bread 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.1,1.1,Market Drayton
03-05-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,3,Item,0.07,0.21,1.1,3.3,Market Drayton
03-05-2024,Bread and bread products,"Tesco Scotch Rolls 2 Pack, Bakery",5.05951E+12,1,Item,0.14,0.15,1.1,1.1,Market Drayton
03-05-2024,Bread and bread products,"Tesco Large Wholemeal Baps 4 Pack, Bakery",3012369,3,Item,0.37,1.12,0.9,2.7,Market Drayton
03-05-2024,Fresh vegetables,"Sabra Houmous Extra 200G, Fruit and Veg",7.2901E+12,6,Item,0.22,1.33,2.7,16.2,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Cauliflower Each (C), Fruit and Veg",3041352,2,Item,0.83,1.66,1.1,2.2,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Mango Chunks 450G, Fruit and Veg",3315262,1,Item,0.45,0.45,3.95,3.95,Market Drayton
03-05-2024,Fresh vegetables,"Florette Crispy 90G, Fruit and Veg",5.06074E+12,4,Item,0.09,0.38,1.45,5.8,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Little Gem 2 Pack (C), Fruit and Veg",10006962,5,Item,0.26,1.29,0.9,4.5,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Finest Moroccan Inspired Couscous 230G, Fruit and Veg",3329979,3,Item,0.25,0.74,2.9,8.7,Market Drayton
03-05-2024,Fresh vegetables,"Tesco Sweet & Crunchy Salad 250G, Fruit and Veg",3336922,1,Item,0.25,0.25,0.85,0.85,Market Drayton
03-05-2024,Other grocery,"Duo Bouquet, Non Food",5.05775E+12,4,Item,0.31,1.24,3,12,Market Drayton
03-05-2024,Other grocery,"Rose Bouquet, Non Food",5.05701E+12,1,Item,0.36,0.36,5,5,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Sandwich (C), Chilled",5.052E+12,1,Item,0.17,0.17,2.1,2.1,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Tesco Gammon Steak With Cheese & Pineapple 345G, Chilled",5.05427E+12,2,Item,0.39,0.78,4.5,10.4,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"St Helen's Fresh Whole Goats Milk 1 Litre, Chilled",5.01533E+12,2,Item,1.06,2.11,2.3,4.6,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Yeo Valley Honey Greek Style Yogurt 4 X100g, Chilled",5.03659E+12,1,Item,0.44,0.44,2.9,2.9,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Tesco Fire Pit 2 Salt & Pepper Beef Steaks 200G, Chilled",5.0597E+12,5,Item,0.25,1.24,4,20,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Tuna & Sweetcorn Sandwich, Chilled",3058299,1,Item,0.18,0.18,2.1,2.1,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Pizza Express Margherita Pizza 245G, Chilled",5.02453E+12,1,Item,0.32,0.32,5.5,5.75,Market Drayton
04-05-2024,Chilled products with dairy and eggs,"Tesco 20 Mini Sausage Rolls 220G, Chilled",5.05427E+12,1,Item,0.26,0.26,2.2,2.4,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Potato Salad 300g, Fruit and Veg",3319253,2,Item,0.31,0.62,1.1,2.5,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Party Salad 455G, Fruit and Veg",5.0597E+12,1,Item,0.57,0.57,3.45,3.45,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Express Green Beans 220G, Fruit and Veg",3276525,1,Item,0.23,0.23,1.2,1.2,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Mango Chunks 450G, Fruit and Veg",3315262,1,Item,0.45,0.45,3.95,3.95,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Organic Fair Trade Bananas 5 Pack, Fruit and Veg",3341148,2,Item,0.62,1.24,1.55,3.1,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Pineapple Fingers 500G (C), Fruit and Veg",3259450,3,Item,0.53,1.6,3.2,9.6,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Babyleaf Salad 90G, Fruit and Veg",3312957,4,Item,0.1,0.38,1.1,4.4,Market Drayton
04-05-2024,Fresh vegetables,"Limes Each, Fruit and Veg",10073452,10,Item,0.08,0.83,0.3,3,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Simple Salad With Sour Cream And Chive 165G, Fruit and Veg",3340042,1,Item,0.19,0.19,1.15,1.15,Market Drayton
04-05-2024,Fresh vegetables,"Tesco Egg Noodles 300G (C), Fruit and Veg",3265420,2,Item,0.32,0.63,1.4,2.8,Market Drayton
04-05-2024,Bread and bread products,"Tesco Walnut Cake, Bakery",5.00012E+12,5,Item,0.33,1.65,1.75,9.75,Market Drayton
04-05-2024,Bread and bread products,"Tesco 5 Sugar Ring Doughnuts, Bakery",5.0597E+12,3,Item,0.36,1.08,1.2,3.6,Market Drayton
04-05-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,5,Item,0.07,0.35,1.1,5.5,Market Drayton
04-05-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,2,Item,0.08,0.16,1.1,2.2,Market Drayton
04-05-2024,Bread and bread products,"Dina Paninette 5 Large White Bread Wraps, Bakery",5.02282E+12,2,Item,0.5,1,1.1,2.5,Market Drayton
04-05-2024,Bread and bread products,"Tesco All Butter Chocolate Croissant, Bakery",3269299,4,Item,0.09,0.36,1.1,4.4,Market Drayton
04-05-2024,Bread and bread products,"Warburtons 4 Soft White Pittas, Bakery",5.01004E+12,1,Item,0.25,0.25,1.15,1.3,Market Drayton
04-05-2024,Bread and bread products,"Tesco Finest 4 Extra Fruity Hot Cross Buns, Bakery",5.05775E+12,1,Item,0.32,0.32,1.7,1.7,Market Drayton
04-05-2024,Bread and bread products,"Tesco Homebake Baguettes 2 Pack, Bakery",5.03102E+12,5,Item,0.33,1.67,1.1,6.25,Market Drayton
04-05-2024,Bread and bread products,"Tesco Tiger Baton 200G, Bakery",5.05775E+12,3,Item,0.22,0.67,0.9,2.7,Market Drayton
04-05-2024,Bread and bread products,"Tesco Stars Party Cake, Bakery",5.01837E+12,1,Item,0.67,0.67,10,10,Market Drayton
04-05-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,3,Item,0.08,0.23,1.2,3.6,Market Drayton
05-05-2024,Fresh vegetables,"Tesco Pink Lady Apple Min 6 Pack (C), Fruit and Veg",3249543,1,Item,0.78,0.78,3.2,3.2,Market Drayton
05-05-2024,Fresh vegetables,"Tesco Mint 15G (C), Fruit and Veg",3268681,2,Item,0.01,0.03,0.75,1.5,Market Drayton
05-05-2024,Chilled products with dairy and eggs,"Tesco British Chicken Breast Mini Fillets 400G, Chilled",5.05775E+12,1,Item,0.44,0.44,3.75,3.75,Market Drayton
05-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Breast Portions 580G, Chilled",5.05775E+12,2,Item,0.64,1.28,4.55,9.1,Market Drayton
05-05-2024,Chilled products with dairy and eggs,"Tesco Mashed Potato 450G, Chilled",5.05755E+12,2,Item,0.48,0.96,0.95,2.1,Market Drayton
05-05-2024,Chilled products with dairy and eggs,"Tesco 2 Sweet Chill Hot Smoked Salmon Fillets 180G, Chilled",5.05353E+12,3,Item,0.22,0.65,5.5,16.5,Market Drayton
05-05-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,1,Item,0.08,0.08,1.2,1.2,Market Drayton
05-05-2024,Bread and bread products,"St Pierre 4 Seeded Brioche Burger Buns, Bakery",5.02795E+12,1,Item,0.26,0.26,2.85,3.3,Market Drayton
05-05-2024,Bread and bread products,"Tesco Finest Rye & Mixed Seed Sourdough 400G, Bakery",5.05797E+12,1,Item,0.46,0.46,1.7,1.95,Market Drayton
05-05-2024,Bread and bread products,"Warburtons Thin Bagels Plain 6 Pack, Bakery",5.01004E+12,1,Item,0.3,0.3,1.85,1.85,Market Drayton
05-05-2024,Bread and bread products,"Warburton 4 Protein Thin Bagels, Bakery",5.01004E+12,1,Item,0.25,0.25,1.75,1.85,Market Drayton
05-05-2024,Bread and bread products,"Tesco All Butter Chocolate Croissant, Bakery",3269299,1,Item,0.09,0.09,1.1,1.1,Market Drayton
05-05-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,11,Item,0.07,0.77,1.1,12.1,Market Drayton
05-05-2024,Bread and bread products,"Tesco Wholemeal Medium Bread 800G, Bakery",5.05755E+12,1,Item,0.82,0.82,0.75,0.85,Market Drayton
05-05-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,14,Item,0.08,1.12,1.1,15.4,Market Drayton
05-05-2024,Bread and bread products,"Tesco Tiger Baton, Bakery",5.052E+12,6,Item,0.23,1.37,0.8,5.4,Market Drayton
05-05-2024,Bread and bread products,"New York Bakery Cinnamon & Raisin Bagels 5Pack, Bakery",5.0183E+12,3,Item,0.44,1.32,2.1,6.3,Market Drayton
06-05-2024,Bread and bread products,"Tesco Cheese Roll 2 Pack, Bakery",5.05951E+12,1,Item,0.17,0.17,1.1,1.1,Market Drayton
06-05-2024,Bread and bread products,"Tesco Finest 4 Triple Belgian Chocolate Cookies, Bakery",5.05427E+12,1,Item,0.05,0.05,1.95,1.95,Market Drayton
06-05-2024,Bread and bread products,"Tesco 2 Plain Naan Breads, Bakery",5.05797E+12,9,Item,0.25,2.24,1.45,13.05,Market Drayton
06-05-2024,Fresh vegetables,"Tesco Pineapple Fingers 500G (C), Fruit and Veg",3259450,1,Item,0.53,0.53,3.2,3.2,Market Drayton
06-05-2024,Fresh vegetables,"Tesco Simple Salad With Sour Cream And Chive 165G, Fruit and Veg",3340042,2,Item,0.19,0.39,1.15,2.3,Market Drayton
06-05-2024,Fresh vegetables,"Tesco Green Seedless Grapes Pack 500G, Fruit and Veg",10066096,1,Item,0.53,0.53,2.1,2.1,Market Drayton
06-05-2024,Fresh vegetables,"Clementines 600G (C), Fruit and Veg",10008546,1,Item,0.59,0.59,2.4,2.3,Market Drayton
06-05-2024,Fresh vegetables,"Tesco Mash Potato 400G, Fruit and Veg",10113950,1,Item,0.45,0.45,1.4,1.4,Market Drayton
06-05-2024,Chilled products with dairy and eggs,"Tesco Fish Pie 400G (C), Chilled",89981122,1,Item,0.48,0.48,3.5,3.5,Market Drayton
06-05-2024,Chilled products with dairy and eggs,"Tesco Piri Piri Roast Chicken Slices 160g, Chilled",5.0597E+12,2,Item,0.18,0.35,3.45,6.9,Market Drayton
06-05-2024,Chilled products with dairy and eggs,"Richmond 8 Meat Free Vegan Streaky Bacon 120G, Chilled",5.00034E+12,4,Item,0.14,0.56,2.6,10.4,Market Drayton
