Date,Category,Product Brand Name And Type,Barcode,Quantity,Unit,Unit Weight (Kg),Total Weight (Kg),Unit Price (GBP),Total Price (GBP),Location/Store
02-06-2024,Chilled products with dairy and eggs,"Premier Deli Roasted Turkey Breast Slices 125G, Chilled",5.02224E+12,3,Item,0.14,0.42,2.5,8.7,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Pasta 300G, Chilled",3286647,1,Item,0.33,0.33,2.85,2.85,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Oatly Semi Oat Chilled Drink 1L, Chilled",7.39438E+12,4,Item,1.08,4.32,2.25,9,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Wall's Vegan Jumbo Roll 120G, Chilled",5.05595E+12,4,Item,0.13,0.52,1.4,5.8,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Tesco British Skimmed Milk 1.136L, 2 Pints, Chilled",5.00044E+12,16,Item,1.2,19.18,1.3,20.8,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Cauldron Foods Falafel 200G, Chilled",5.01368E+12,2,Item,0.22,0.44,2.8,5.5,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Tesco Lean Beef Steak Mince 5% Fat 500G, Chilled",5.05775E+12,1,Item,0.52,0.52,3.8,3.8,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Alpro This is Not M*lk Whole Chilled Oat Drink 750ml, Chilled",5.41119E+12,5,Item,0.8,4,1.75,10,Market Drayton
02-06-2024,Bread and bread products,"Tesco Finest Rye & Mixed Seed Sourdough 400G, Bakery",5.05797E+12,1,Item,0.46,0.46,2.1,2.1,Market Drayton
02-06-2024,Bread and bread products,"Tesco Vanilla Creme Crown, Bakery",3048979,1,Item,0.09,0.09,1.1,1.1,Market Drayton
02-06-2024,Bread and bread products,"Warburtons White Bakers Bloomer 800G, Bakery",5.01004E+12,1,Item,0.83,0.83,2,2,Market Drayton
02-06-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,5,Item,0.07,0.35,1.1,5.5,Market Drayton
02-06-2024,Bread and bread products,"Tesco Finest All Butter & Sultana Scones 4 Pack, Bakery",5.0102E+12,2,Item,0.28,0.56,2.2,4.2,Market Drayton
02-06-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,2,Item,0.08,0.15,1.1,2.4,Market Drayton
02-06-2024,Bread and bread products,"Tesco 6 Hot Cross Buns, Bakery",5.00012E+12,1,Item,0.44,0.44,1.25,1.15,Market Drayton
02-06-2024,Bread and bread products,"Tesco Strawberry Trifle 600G, Bakery",5.0597E+12,1,Item,0.65,0.65,3.35,3.8,Market Drayton
02-06-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,5,Item,0.08,0.4,1.1,5.5,Market Drayton
02-06-2024,Fresh vegetables,"Tesco 4 Baking Potatoes, Fruit and Veg",3465707,1,Item,0.91,0.91,0.8,0.8,Market Drayton
02-06-2024,Fresh vegetables,"Banana Each (C), Fruit and Veg",3049488,8,Item,0.23,1.82,0.27,2.16,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Trimmed Spring Onions 100G, Fruit and Veg",3403938,1,Item,0.1,0.1,0.79,0.9,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Peeled Baby Sprouts Peeled 180G (C), Fruit and Veg",3234495,2,Item,0.18,0.36,1.2,2.4,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Mixed Peppers 420G (C), Fruit and Veg",3274880,3,Item,0.57,1.7,2.2,5.7,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Core Ripen At Home Nectarin 4 Pack (C), Fruit and Veg",3274767,1,Item,0.56,0.56,2,2,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Sweet Crisp Salad 128G, Fruit and Veg",3267158,4,Item,0.16,0.63,1.15,4.6,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Peppery Babyleaf Rocket Salad 90G (C), Fruit and Veg",3282670,2,Item,0.1,0.2,1.35,3,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Sweet & Crunchy Salad 250G, Fruit and Veg",3336922,1,Item,0.25,0.25,0.85,0.85,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Mango 250G, Fruit and Veg",3340080,2,Item,0.27,0.54,2.35,4.7,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Loose Red Peppers(C), Fruit and Veg",10057520,3,Item,0.23,0.69,0.65,1.95,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Ready To Eat Large Avocados Each (C), Fruit and Veg",3236772,1,Item,0.22,0.22,1.1,1.1,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Brown Onion Each (C), Fruit and Veg",3239285,3,Item,0.17,0.52,0.25,0.6,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Raspberries 150G (C), Fruit and Veg",3257234,2,Item,0.17,0.33,2.2,4.4,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Beansprout & Vegetable Stir Fry 320g (EXP), Fruit and Veg",3471319,2,Item,0.32,0.65,1.7,3,Market Drayton
02-06-2024,Fresh vegetables,"Apricot Punnet 320G (C), Fruit and Veg",3243381,4,Item,0.37,1.46,1.5,6,Market Drayton
02-06-2024,Bread and bread products,"Tesco 2 Fresh Cream Bramley Apple Turnover 160G, Bakery",5.05737E+12,1,Item,0.2,0.2,1.65,1.85,Market Drayton
02-06-2024,Bread and bread products,"Tesco Soft White Hot Dog Rolls 6 Pack, Bakery",5.05018E+12,3,Item,0.41,1.22,0.89,3,Market Drayton
02-06-2024,Fresh vegetables,"Tesco 4 Tex Mex Dips 428G, Fruit and Veg",3334690,3,Item,0.45,1.36,3.7,10.35,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Red Seedless Grape Punnet (C), Fruit and Veg",10066157,1,Item,0.54,0.54,2.1,2.1,Market Drayton
02-06-2024,Fresh vegetables,"Tesco Taramasalata 200G (C), Fruit and Veg",10004685,2,Item,0.21,0.43,1.4,2.8,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Bonne Maman Creme Caramel 4X100g, Chilled",3.04532E+12,1,Item,0.44,0.44,3.2,3.7,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Muller Light Toffee Yogurt 160G, Chilled",4.0255E+12,8,Item,0.17,1.33,1,8,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Tesco Finest 12 Pork Chipolata 375G, Chilled",5.05114E+12,1,Item,0.4,0.4,3.5,3.5,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Richmond 8 Meat Free Vegan Sausages 304G, Chilled",5.00034E+12,2,Item,0.32,0.65,2.4,5.5,Market Drayton
02-06-2024,Chilled products with dairy and eggs,"Muller Corner Vanilla Yogurt With Chocolate Balls 124G, Chilled",4.0255E+12,2,Item,0.13,0.27,0.95,1.9,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Mango (C), Fruit and Veg",10056509,1,Item,0.38,0.38,1.15,1.35,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Celery Sticks 250G, Fruit and Veg",3335246,1,Item,0.28,0.28,1.1,1.1,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Crispy Slices 350G (C), Fruit and Veg",3246986,1,Item,0.37,0.37,2,1.8,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Gold Kiwi 4 Pack, Fruit and Veg",3420997,2,Item,0.09,0.19,2.75,5.5,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Core Ripen At Home Plum 400G (C), Fruit and Veg",3274743,2,Item,0.47,0.94,1.6,3,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Carrot 500G (C), Fruit and Veg",3272657,3,Item,0.53,1.6,0.45,1.35,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Pink Lady Apple Min 6 Pack (C), Fruit and Veg",3249543,3,Item,0.78,2.35,3.2,9.6,Market Drayton
03-06-2024,Fresh vegetables,"Tesco Apple & Strawberry 90G, Fruit and Veg",3474433,1,Item,0.1,0.1,1.3,1.3,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco Mozzarella 200g, Chilled",5.0597E+12,15,Item,0.21,3.14,1.4,17.25,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco Tomato & Mascarpone Sauce 350G, Chilled",5.05018E+12,1,Item,0.38,0.38,2.2,2.1,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Falafel Houmous Wrap, Chilled",3297537,1,Item,0.2,0.2,3,2.85,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Arla Protein on the go Strawberry yogurt 200g, Chilled",6.4133E+12,2,Item,0.22,0.43,1.25,2.5,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco Chicken & Stuffing Sandwich, Chilled",3035498,3,Item,0.2,0.6,2.75,7.8,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco British Smoked Ham 120g, Chilled",5.0597E+12,6,Item,0.13,0.79,2.2,13.2,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco Organic Semi Skimmed Milk 4 Pint 2.272 Litre, Chilled",5.05797E+12,8,Item,0.05,0.4,2.3,18.4,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco Wafer Thin Honey Roast Ham 400G, Chilled",5.05797E+12,2,Item,0.42,0.84,3.3,6.9,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Tesco 2 Lemon & Pepper Sea Bass Fillets 200G, Chilled",5.05755E+12,2,Item,0.24,0.49,4.5,10.4,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Lindahls Kvarg Raspberry 150G Pot, Chilled",3.02329E+12,13,Item,0.16,2.09,1.35,17.55,Market Drayton
03-06-2024,Chilled products with dairy and eggs,"Pukka All Steak Pie, Chilled",5.03076E+12,2,Item,0.23,0.46,2,4.6,Market Drayton
03-06-2024,Bread and bread products,"Tesco Scotch Rolls 2 Pack, Bakery",5.05951E+12,1,Item,0.14,0.15,1.1,1.1,Market Drayton
03-06-2024,Bread and bread products,"Tesco 2 Cream Slices, Bakery",5.05755E+12,4,Item,0.16,0.66,1.8,7.2,Market Drayton
03-06-2024,Bread and bread products,"Hovis Original 7 Seeds Bread 800G, Bakery",5.01E+12,4,Item,0.81,3.23,1.85,8.4,Market Drayton
03-06-2024,Bread and bread products,"Warburtons Brown Sandwich Thins 6 Pack, Bakery",5.01004E+12,1,Item,0.25,0.25,1.6,1.6,Market Drayton
04-06-2024,Bread and bread products,"Warburtons Toastie Sliced Small White Bread 400G, Bakery",5.01004E+12,3,Item,0.41,1.23,1.1,3.3,Market Drayton
04-06-2024,Bread and bread products,"Tesco Finest 4 Salted Caramel & Chocolate Hot Cross Buns, Bakery",5.05775E+12,2,Item,0.29,0.58,1.7,3.4,Market Drayton
04-06-2024,Bread and bread products,"Warburtons Fruit Teacakes 4 Pack, Bakery",5.01004E+12,1,Item,0.26,0.26,1.45,1.45,Market Drayton
04-06-2024,Bread and bread products,"Warburtons Small Wholemeal Medium Bread 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.1,1.1,Market Drayton
04-06-2024,Bread and bread products,"Tesco Finest 4 Buttermilk Pancakes, Bakery",5.0597E+12,6,Item,0.29,1.71,2,12,Market Drayton
04-06-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,4,Item,0.07,0.28,1.1,4.4,Market Drayton
04-06-2024,Bread and bread products,"Warburtons Danish Sliced Small White Bread 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.4,1.4,Market Drayton
04-06-2024,Bread and bread products,"Warburtons Fruit Loaf With Cinnamon & Raisin 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.95,2.25,Market Drayton
04-06-2024,Chilled products with dairy and eggs,"Tesco 2 Roast Cooked Chicken Breast Fillets 245 G, Chilled",5.0519E+12,3,Item,0.28,0.84,3.95,11.85,Market Drayton
04-06-2024,Chilled products with dairy and eggs,"Eastman's Hot & Spicy Sliced Chicken 240G, Chilled",5.0597E+12,1,Item,0.26,0.26,2.3,1.99,Market Drayton
04-06-2024,Chilled products with dairy and eggs,"Tesco Feta Semi Dried Tomato Pasta 290G, Chilled",3236420,1,Item,0.33,0.33,2.85,2.85,Market Drayton
04-06-2024,Chilled products with dairy and eggs,"Tesco Hunters Chicken Breast Fillet 430G, Chilled",5.0597E+12,1,Item,0.49,0.49,5.2,5.2,Market Drayton
04-06-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Sandwich Filler 235g (C), Chilled",5.0597E+12,4,Item,0.24,0.96,2.15,8.6,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Green Seedless Grapes Pack 500G (C), Fruit and Veg",10064382,2,Item,0.54,1.08,2.1,4.2,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Mango Chunks 450G, Fruit and Veg",3315262,2,Item,0.45,0.9,3.95,7.9,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Coriander 15G (C), Fruit and Veg",3268650,2,Item,0.02,0.04,0.85,1.7,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Baby Corn 130G (C), Fruit and Veg",3271537,1,Item,0.15,0.15,1.4,1.3,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Finest Strawberries 300G (C), Fruit and Veg",3257128,3,Item,0.32,0.96,3.45,9,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Sweet & Crunchy Salad 250G, Fruit and Veg",3336922,3,Item,0.25,0.74,0.85,2.55,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Sweet Chilli Houmous 182G, Fruit and Veg",5.05353E+12,2,Item,0.2,0.41,1.4,2.8,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Granny Smith Apple 6 Pack (C), Fruit and Veg",3249499,5,Item,0.87,4.33,1.95,9.75,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Iceberg Lettuce Each (C), Fruit and Veg",3043868,2,Item,0.57,1.13,0.9,1.6,Market Drayton
04-06-2024,Fresh vegetables,"Tesco Singapore Noodles 300G (C), Fruit and Veg",3270769,3,Item,0.32,0.95,1.45,4.2,Market Drayton
05-06-2024,Bread and bread products,"Warburton 4 Protein Thin Bagels, Bakery",5.01004E+12,1,Item,0.25,0.25,1.85,1.85,Market Drayton
05-06-2024,Bread and bread products,"Tesco Vanilla Creme Crown, Bakery",3048979,2,Item,0.09,0.18,1.1,2.2,Market Drayton
05-06-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,3,Item,0.08,0.24,1.1,3.3,Market Drayton
05-06-2024,Bread and bread products,"Tesco Cheese Roll 2 Pack, Bakery",5.05951E+12,2,Item,0.17,0.33,1.1,2.2,Market Drayton
05-06-2024,Bread and bread products,"Tesco Folded Flatbreads Plain 6 Pack, Bakery",5.05478E+12,6,Item,0.23,1.37,1.45,8.7,Market Drayton
05-06-2024,Bread and bread products,"Tesco 8 Wholemeal Tortilla Wraps, Bakery",5.05797E+12,5,Item,0.51,2.54,1.3,6.5,Market Drayton
05-06-2024,Bread and bread products,"Warburtons Medium Sliced White Bread 800G, Bakery",5.01004E+12,1,Item,0.82,0.82,1.4,1.55,Market Drayton
05-06-2024,Bread and bread products,"Tesco White Baton, Bakery",5.00012E+12,3,Item,0.23,0.68,0.8,2.4,Market Drayton
05-06-2024,Bread and bread products,"Warburtons Thin Bagels Plain 6 Pack, Bakery",5.01004E+12,1,Item,0.3,0.3,1.85,1.85,Market Drayton
05-06-2024,Bread and bread products,"Tesco Tiger Baton, Bakery",5.052E+12,3,Item,0.23,0.68,0.8,2.7,Market Drayton
05-06-2024,Bread and bread products,"Hovis Wholemeal Medium Bread 800G, Bakery",5.01E+12,4,Item,0.81,3.24,1.39,6.2,Market Drayton
05-06-2024,Chilled products with dairy and eggs,"Tesco British Pork Belly Sliced 550G, Chilled",5.05395E+12,1,Item,0.59,0.59,4.6,4.6,Market Drayton
05-06-2024,Chilled products with dairy and eggs,"Tesco Cheese Triple Sandwich, Chilled",3057124,1,Item,0.25,0.25,3.25,3,Market Drayton
05-06-2024,Chilled products with dairy and eggs,"Tesco 2 Garlic and Herb Chicken Kievs 270g, Chilled",5.0597E+12,5,Item,0.32,1.59,3.1,16.75,Market Drayton
05-06-2024,Chilled products with dairy and eggs,"Tesco Chicken Bacon & Lettuce Sandwich, Chilled",3038536,1,Item,0.2,0.2,2.75,2.6,Market Drayton
05-06-2024,Chilled products with dairy and eggs,"Tesco Hoisin Duck Wrap, Chilled",3041741,1,Item,0.18,0.18,2.85,2.85,Market Drayton
06-06-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Falafel Houmous Wrap, Chilled",3297537,2,Item,0.2,0.4,3,5.7,Market Drayton
06-06-2024,Chilled products with dairy and eggs,"Tesco Chicken Triple Sandwich, Chilled",5.05775E+12,5,Item,0.27,1.35,3.25,15,Market Drayton
06-06-2024,Chilled products with dairy and eggs,"Yakult Original 8 X 65Ml, Chilled",8.71311E+12,2,Item,0.62,1.23,4.25,8,Market Drayton
06-06-2024,Chilled products with dairy and eggs,"Tesco Smoked Salmon Sushi Snack 57G, Chilled",5.05775E+12,1,Item,0.07,0.07,1.3,1.3,Market Drayton
06-06-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Sandwich (C), Chilled",5.052E+12,1,Item,0.17,0.17,2.2,2.1,Market Drayton
06-06-2024,Chilled products with dairy and eggs,"Tesco Tuna Sweetcorn Sandwich Filler 235g (C), Chilled",5.0597E+12,1,Item,0.25,0.25,2.15,2.15,Market Drayton
06-06-2024,Bread and bread products,"Warburtons Gluten Free 4 Super Soft Sliced Square Rolls, Bakery",5.01004E+12,2,Item,0.24,0.47,2.85,5.7,Market Drayton
06-06-2024,Bread and bread products,"Tesco Slinky Caterpillar Cake, Bakery",5.01837E+12,1,Item,0.74,0.74,8.5,8.5,Market Drayton
06-06-2024,Bread and bread products,"Warburtons Medium Sliced White Bread 800G, Bakery",5.01004E+12,3,Item,0.82,2.45,1.4,4.65,Market Drayton
06-06-2024,Bread and bread products,"Tesco 6 Celebration Cupcakes, Bakery",5.0597E+12,1,Item,0.36,0.36,4.5,4.5,Market Drayton
06-06-2024,Bread and bread products,"Tiger Bloomer 400G, Bakery",5.05427E+12,1,Item,0.46,0.46,1.3,1.3,Market Drayton
06-06-2024,Bread and bread products,"Tesco All Butter Pain Au Chocolat 4 Pack, Bakery",5.00044E+12,1,Item,0.25,0.25,2.1,2.1,Market Drayton
06-06-2024,Bread and bread products,"Tesco White Sourdough, Bakery",5.0597E+12,1,Item,0.42,0.42,2.3,2.3,Market Drayton
06-06-2024,Bread and bread products,"Tesco Fire Pit 8 Sliced Seeded Burger Buns, Bakery",5.0597E+12,1,Item,0.46,0.46,2.2,2.2,Market Drayton
06-06-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,1,Item,0.08,0.08,1.1,1.1,Market Drayton
06-06-2024,Fresh vegetables,"Banana Each (C), Fruit and Veg",3049488,95,Item,0.23,21.57,0.27,25.65,Market Drayton
06-06-2024,Fresh vegetables,"Tesco Yellow Peppers Each, Fruit and Veg",2004,12,Item,0.2,2.4,0.59,7.8,Market Drayton
06-06-2024,Fresh vegetables,"Tesco Greek Salad 185G, Fruit and Veg",3310700,1,Item,0.23,0.23,3.1,3.1,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Chicken Drumsticks 600G, Chilled",5.05427E+12,1,Item,0.7,0.7,2.3,2.7,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Finest Cottage Pie 400G, Chilled",5.05775E+12,1,Item,0.43,0.43,4.5,4.5,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Beyond Burger Plant Based Patties 226G, Chilled",8.50004E+11,3,Item,0.25,0.75,4.4,15,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Smoked Salmon Sushi Snack 57G, Chilled",5.05775E+12,1,Item,0.07,0.07,1.3,1.3,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Flamegrilled Cooked Chicken Breast Mini Fillets 170G, Chilled",5.05395E+12,1,Item,0.19,0.19,3,3.45,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Firepit Sweet Chilli Chicken Portions 900g, Chilled",5.0597E+12,1,Item,0.91,0.91,4.5,5.2,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Président French Brie Cheese 200g, Chilled",3.22802E+12,2,Item,0.21,0.42,3.4,6.8,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Chicken Bacon & Stuffing Sandwich, Chilled",3234785,1,Item,0.21,0.21,2.75,2.6,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Fire Pit Oaky Smoky Bbq Chicken Drums 900G, Chilled",5.05775E+12,1,Item,0.97,0.97,5.2,5.2,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Eastman's Chicken Roll Slices 250G, Chilled",5.05755E+12,1,Item,0.26,0.26,1.43,1.65,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Billy Bear Slices 100G, Chilled",5.09934E+12,10,Item,0.11,1.09,1.4,14,Market Drayton
07-06-2024,Chilled products with dairy and eggs,"Tesco Organic British Semi Skimmed Milk 1.136L, 2 Pint, Chilled",5.05018E+12,4,Item,1.2,4.79,1.8,7.2,Market Drayton
07-06-2024,Bread and bread products,"Warburtons Small Wholemeal Medium Bread 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.1,1.1,Market Drayton
07-06-2024,Bread and bread products,"Tesco White Pitta Bread 6 Pack, Bakery",5.05427E+12,1,Item,0.37,0.37,0.65,0.65,Market Drayton
07-06-2024,Bread and bread products,"Tesco 2 Custard Slices, Bakery",5.05755E+12,1,Item,0.22,0.22,1.8,1.8,Market Drayton
07-06-2024,Bread and bread products,"Tesco All Butter Chocolate Croissant, Bakery",3269299,1,Item,0.09,0.09,1.1,1.1,Market Drayton
07-06-2024,Bread and bread products,"Tesco Panini 2 Pack, Bakery",5.05951E+12,1,Item,0.21,0.21,1.1,1.1,Market Drayton
07-06-2024,Bread and bread products,"Tesco Wholemeal Pitta Bread 6 Pack, Bakery",5.05427E+12,4,Item,0.38,1.53,0.55,2.6,Market Drayton
07-06-2024,Bread and bread products,"Dina Paninette 5 Large White Bread Wraps, Bakery",5.02282E+12,1,Item,0.5,0.5,1.25,1.25,Market Drayton
07-06-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,2,Item,0.08,0.15,1.1,2.4,Market Drayton
07-06-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,2,Item,0.08,0.16,1.1,2.2,Market Drayton
07-06-2024,Bread and bread products,"Tesco Walnut Cake, Bakery",5.00012E+12,1,Item,0.33,0.33,1.75,1.95,Market Drayton
07-06-2024,Bread and bread products,"Warburtons Gluten Free Crumpets 4 Pack, Bakery",5.01004E+12,1,Item,0.3,0.3,2.6,2.6,Market Drayton
07-06-2024,Fresh vegetables,"Tesco Sweet & Crunchy Salad 250G, Fruit and Veg",3336922,1,Item,0.25,0.25,0.85,0.85,Market Drayton
07-06-2024,Fresh vegetables,"Jaffa Orange Minimum 4 Pack (C), Fruit and Veg",10004241,5,Item,0.75,3.74,2.3,11.5,Market Drayton
07-06-2024,Fresh vegetables,"Tesco Pineapple Each (C), Fruit and Veg",10051986,1,Item,1.22,1.22,0.99,1.1,Market Drayton
07-06-2024,Fresh vegetables,"Tesco Loose Red Peppers(C), Fruit and Veg",10057520,6,Item,0.23,1.39,0.65,3.9,Market Drayton
07-06-2024,Fresh vegetables,"Tesco Finest Moroccan Inspired Couscous 230g, Fruit and Veg",3490242,2,Item,0.25,0.49,2.5,5,Market Drayton
07-06-2024,Fresh vegetables,"Tesco Pink Lady Apple Pot 80G, Fruit and Veg",5.05775E+12,2,Item,0.09,0.18,1.3,2.6,Market Drayton
07-06-2024,Fresh vegetables,"Limes Each, Fruit and Veg",10073452,1,Item,0.08,0.08,0.3,0.3,Market Drayton
07-06-2024,Fresh vegetables,"Tesco Loose Orange Peppers (C), Fruit and Veg",10073353,5,Item,0.2,0.99,0.6,3,Market Drayton
07-06-2024,Eggs,"Tesco Finest 2 Scotch Eggs 260G, Eggs",5.05775E+12,2,Item,0.27,0.55,3,6,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Trimmed Spring Onions 100G, Fruit and Veg",3403938,1,Item,0.1,0.1,0.79,0.9,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Beansprout & Vegetable Stir Fry 320g (EXP), Fruit and Veg",3471319,2,Item,0.32,0.65,1.7,3,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Little Gem 2 Pack (C), Fruit and Veg",10006962,1,Item,0.26,0.26,0.85,0.9,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Organic Fair Trade Bananas 5 Pack, Fruit and Veg",3341148,4,Item,0.62,2.47,1.35,6.2,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Peppery Babyleaf Rocket Salad 90G (C), Fruit and Veg",3282670,3,Item,0.1,0.3,1.35,4.5,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Ready To Eat Large Avocados Each (C), Fruit and Veg",3236772,5,Item,0.22,1.12,1.1,5.5,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Spinach 250G, Fruit and Veg",3285732,1,Item,0.28,0.28,1.3,1.3,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Party Salad 455G, Fruit and Veg",5.0597E+12,2,Item,0.57,1.13,3,6.9,Market Drayton
08-06-2024,Fresh vegetables,"Tesco Aubergine Each 250G (C), Fruit and Veg",10069660,2,Item,0.28,0.56,0.95,1.9,Market Drayton
08-06-2024,Other grocery,"Cadbury Dairy Milk Fruitier & Nuttier Orange Trail Mix 100G, Grocery",7.6222E+12,22,Item,0.1,2.29,1.38,50.6,Market Drayton
08-06-2024,Bread and bread products,"Warburtons Small Wholemeal Medium Bread 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.1,1.1,Market Drayton
08-06-2024,Bread and bread products,"Tesco Scotch Rolls 2 Pack, Bakery",5.05951E+12,1,Item,0.14,0.15,1.1,1.1,Market Drayton
08-06-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,4,Item,0.08,0.31,1.1,4.8,Market Drayton
08-06-2024,Bread and bread products,"Tesco Finest Belgian Triple Chocolate Muffins 2 Pack C, Bakery",5.0597E+12,1,Item,0.23,0.23,2.2,2.2,Market Drayton
08-06-2024,Bread and bread products,"Tesco Wholemeal Medium Bread 800G, Bakery",5.05755E+12,4,Item,0.82,3.29,0.75,3.4,Market Drayton
08-06-2024,Bread and bread products,"Warburtons Medium Sliced White Bread 800G, Bakery",5.01004E+12,1,Item,0.82,0.82,1.4,1.55,Market Drayton
08-06-2024,Bread and bread products,"Tesco Vanilla Creme Crown, Bakery",3048979,1,Item,0.09,0.09,1.1,1.1,Market Drayton
08-06-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,3,Item,0.08,0.24,1.1,3.3,Market Drayton
08-06-2024,Chilled products with dairy and eggs,"Tesco Organic Whole Milk 4 Pint 2.272 Litre, Chilled",5.05797E+12,2,Item,2.38,4.76,2.3,4.6,Market Drayton
08-06-2024,Chilled products with dairy and eggs,"Tesco British Skimmed Milk 2.272L, 4 Pints, Chilled",5.00044E+12,1,Item,2.38,2.38,1.55,1.55,Market Drayton
08-06-2024,Chilled products with dairy and eggs,"Tesco Piri Piri Roast Chicken Slices 160g, Chilled",5.0597E+12,3,Item,0.18,0.53,3,10.35,Market Drayton
